Customer_Age,Gender,Dependent_count,Marital_Status,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown
42,0,3,1,0,36,2,2,3,2280.5693059178698,0,0.7287325408114698,2439,39,0.2534393968925769,0.0,False,True,False,False,False,False,False,False,False,True,False
44,1,2,1,0,33,3,2,3,4808.251595735272,394,0.44235285857280954,1869,42,0.4203732741515141,0.08163786161868841,False,True,True,False,False,False,False,True,False,False,False
44,1,3,2,0,32,1,2,3,4708.225512631082,998,0.3933247792712965,1477,27,0.3634009621968198,0.2122733990414107,False,True,False,False,False,True,False,True,False,False,False
43,0,3,1,0,35,5,3,3,1672.5888923504433,0,0.5377279070807486,2266,44,0.5978711138803545,0.0,False,False,True,False,True,False,True,False,False,True,False
51,0,1,1,2,45,6,2,3,13196.817240494189,667,0.5208655617925058,1944,42,0.5643716975252714,0.050414479277141926,False,True,False,False,False,False,False,False,False,True,True
46,0,1,1,0,28,3,4,3,1438.3,0,0.6630657085449639,710,25,0.3978158926749352,0.0,False,True,False,False,False,True,False,True,False,False,True
44,0,2,1,0,38,5,2,2,5793.085293147446,2517,0.6414877321025183,2118,35,0.40921107494718656,0.4343070358315729,False,True,False,False,False,True,False,False,False,True,False
49,0,2,1,0,38,3,2,1,1770.888471251457,0,0.22979213784540192,1763,30,0.11548921658303643,0.0,False,False,False,False,False,True,False,False,False,True,True
47,0,2,1,1,33,1,2,3,34516.0,327,0.7491094825355408,5488,61,0.5321842924446062,0.009256454789441312,False,True,False,False,True,False,False,False,False,False,True
51,0,1,1,0,37,1,3,3,13081.932348297922,1442,0.5611104639231035,2220,38,0.2508748407980669,0.110355768117469,True,False,False,False,False,False,False,False,True,False,True
45,0,2,2,0,34,3,2,1,8904.65539387599,0,0.49986950507968264,1795,41,0.41019988322902395,0.0,False,True,False,False,True,False,False,False,False,True,True
47,0,2,1,1,33,2,3,3,34516.0,297,1.007731360707923,5421,62,0.7831895739063397,0.008397295069542104,False,True,False,False,False,True,False,False,False,False,True
41,0,2,2,0,33,3,3,3,1636.5742279436597,0,0.49229716700524206,2243,44,0.5671880724828937,0.0,True,False,True,False,False,False,True,False,False,False,False
46,0,2,1,0,36,4,2,3,4130.085002500721,0,0.5140733322219015,1855,41,0.3576534485633013,0.0,False,False,False,True,False,False,False,False,False,True,False
40,0,2,1,0,36,1,3,5,15551.479960406248,317,0.8221892871483322,8103,73,0.6880358663884341,0.020917135395411516,True,False,False,False,False,True,False,False,False,True,False
49,0,2,1,0,41,4,2,2,3260.403103134381,0,0.547517539562339,1912,29,0.26596032134836006,0.0,False,False,True,False,False,True,True,False,False,True,False
53,0,2,1,0,43,3,3,2,1607.3709849376648,0,0.7558242064964772,2258,36,0.5998698237129974,0.0,False,True,True,False,False,False,True,False,False,True,False
49,0,2,1,0,33,4,2,2,3553.8350471422646,2517,0.7668249778888396,2653,43,0.505953193158446,0.7085412382144338,False,True,False,True,False,False,False,False,False,True,False
37,0,2,1,0,25,3,3,0,5609.651108007521,0,0.971350377328013,1582,31,0.4671115512105284,0.0,False,True,False,False,False,False,True,False,False,False,False
35,0,1,1,0,24,5,2,1,1438.3,0,0.7083908462402667,2627,47,0.5677592609441017,0.0,False,True,False,False,True,False,False,False,False,True,False
52,0,2,1,0,48,2,2,3,10187.532449916069,0,0.6378050217407556,2506,53,0.3930248299409418,0.0,False,False,True,False,False,False,False,True,False,False,True
49,1,3,1,0,42,2,2,4,21047.185500132924,0,0.6290555063507469,1881,39,0.36883348094775914,0.0,False,False,False,False,True,True,False,True,True,False,False
41,0,5,1,0,32,5,2,2,1575.1895503760334,0,0.6682605048082829,2586,54,0.5879269262113218,0.0,False,True,False,False,False,True,True,False,False,True,False
50,0,2,2,0,40,2,3,4,1518.980334730535,819,0.7174040553661799,2379,44,0.8187536337263991,0.5395418345647203,False,False,False,False,True,True,False,False,False,True,True
43,0,3,1,0,31,2,2,4,11119.481839582171,0,0.42108778988610734,1969,34,0.2239930645157896,0.0,False,True,False,False,False,False,False,False,False,False,True
43,0,3,2,0,26,1,2,2,8421.692895364016,2289,0.678097849633383,8028,63,0.7204608979798318,0.27457515911172997,False,False,False,False,True,False,False,False,True,True,False
48,1,3,1,0,36,3,2,3,7970.0,2389,0.3693340769148525,1440,31,0.3080960879026885,0.2994710115982714,False,True,False,False,True,False,False,False,True,False,False
54,0,2,1,0,43,2,2,4,1438.3,0,0.328890334867785,1982,41,0.37400092977197,0.0,False,True,False,False,False,False,False,False,False,True,False
41,0,3,1,0,32,2,3,3,7736.41840874281,0,0.9363116968093745,8106,72,0.7581781124624998,0.0,False,False,True,False,True,False,False,False,False,True,False
48,0,3,1,0,41,1,1,3,9959.29758793147,0,0.6878639170765632,805,24,0.14303514229341494,0.0,False,False,True,True,False,False,False,False,True,True,False
46,0,2,1,1,38,2,2,3,14085.335502077975,2517,0.6571511792011102,1870,39,0.42243059266308575,0.17928859143807346,False,True,False,False,True,False,False,False,True,True,False
43,1,3,1,0,26,2,3,4,20606.438062360325,252,0.49759690718842003,1863,42,0.6444734360523631,0.012070073811920115,False,False,False,True,False,True,False,False,True,False,False
46,1,2,1,0,29,4,2,2,4323.794072877036,0,0.9264191332278839,8588,65,1.0400111783164316,0.0,False,False,False,False,False,True,False,True,False,True,False
39,0,1,1,0,29,3,3,3,8955.940471535188,0,0.40847254424604573,1986,43,0.36303462717677015,0.0,False,True,True,False,False,False,False,True,False,False,True
43,0,3,1,0,31,5,3,2,13574.4655829849,2456,0.6069309459486273,7268,63,0.6532449680137954,0.18082275101201098,False,True,False,False,False,False,True,False,True,False,False
52,0,3,0,0,43,3,3,3,1509.0190549733577,715,0.7315360683424269,2508,43,0.6093224769522353,0.47376599256692514,False,True,False,False,False,True,False,False,False,True,False
43,0,2,1,0,36,1,2,3,4502.600071539238,0,0.7863600429235429,2441,36,0.3779089423286608,0.0,False,False,True,False,False,True,True,False,False,False,True
56,0,1,1,0,46,3,3,3,9308.29138827282,410,0.8731049471233717,7396,70,0.8958096124012037,0.043480845658977446,False,False,True,False,True,False,False,False,False,True,False
36,0,2,2,0,25,5,1,3,16867.709218505774,425,0.8841043184120041,9512,72,0.7681317178805876,0.02411907403876187,False,False,True,False,False,False,False,True,False,False,True
36,1,1,2,0,35,2,3,2,6840.068046848815,1418,1.0273540106070524,4787,50,0.37027165821986546,0.2065961228640242,False,True,False,False,False,True,True,False,False,False,False
49,0,2,0,0,42,2,2,2,3021.2701224316634,1254,0.7160581590911539,3542,52,0.5070304293275922,0.42467291434450805,False,False,False,False,True,False,True,False,False,True,False
41,0,3,0,0,31,3,2,3,1438.3,0,0.38497053420125904,1856,40,0.3501275901851451,0.0,False,False,False,False,False,True,False,False,False,True,False
51,1,1,2,0,38,2,4,4,2410.216566741858,740,0.6737150851061344,2055,42,0.5741307697611201,0.30678165529527346,False,True,True,False,False,False,True,True,False,False,False
53,0,1,2,0,35,4,2,2,3552.5977450340733,2517,0.833020640677085,2661,38,0.3893374694613969,0.7088505637414817,False,True,False,True,False,False,False,False,False,True,False
43,0,3,2,0,36,4,2,3,10507.127024165931,0,0.49001254599407723,1837,38,0.47015256307556047,0.0,False,True,False,False,False,False,True,False,False,False,True
49,0,1,1,0,44,4,3,2,2073.358269794961,0,0.9323202939064005,2695,49,0.7206918396844497,0.0,False,False,False,True,True,False,False,True,False,True,False
48,0,1,2,0,37,2,3,3,2671.910211468727,0,0.9432843493885268,4832,54,0.5321974630171652,0.0,False,False,True,True,False,False,True,False,True,False,False
37,1,2,2,1,26,2,2,2,34516.0,1941,0.9080058564046273,7385,64,0.7058083407756862,0.056257497767294135,False,True,False,False,False,False,False,False,True,False,False
56,1,1,1,0,50,3,5,3,8691.657786457605,0,0.4412407769066827,2366,40,0.46887704861013846,0.0,False,True,False,False,False,False,False,False,True,False,False
54,0,1,1,0,42,1,2,3,1438.3,0,0.8529578675576406,850,19,0.988688269967337,0.0,True,False,True,False,False,False,False,True,False,False,True
52,0,2,1,0,46,3,5,2,1638.7343591404488,0,0.22718298887522664,1709,36,0.1888892452190471,0.0,False,False,False,True,False,True,True,False,False,True,False
40,0,2,1,0,26,2,1,3,3787.494591528756,2517,0.5507788039052308,1633,32,0.742930480771532,0.6643948104238595,False,False,False,True,True,False,True,False,False,False,False
46,1,3,2,0,40,1,3,1,8000.3806481249385,0,1.0216991046355028,8628,75,0.5983306030911846,0.0,False,False,True,False,False,True,False,False,True,False,False
47,0,2,2,0,35,4,3,4,4299.791960748023,2203,0.4834088137674258,1905,32,0.34259293035401367,0.5132633414864674,False,True,False,False,False,False,True,False,False,False,True
47,0,3,1,0,36,3,3,2,2871.389426333651,0,0.6239491600268797,2109,46,0.5701776798107177,0.0,False,True,False,False,False,False,True,False,False,True,False
44,0,2,2,0,36,1,1,2,3408.0571899126767,0,0.9002300720124058,747,18,1.0031333923212284,0.0,False,True,True,False,False,False,False,True,False,True,False
42,0,2,1,2,33,1,2,2,13400.859524189731,2517,0.5910469115794943,1922,41,0.4474206613798859,0.18772417327514263,True,False,False,False,True,False,False,True,False,True,False
40,0,1,1,0,32,4,2,3,3059.892626764468,0,0.8141866356968089,2642,49,0.547567511882659,0.0,False,False,False,False,True,False,False,False,False,True,False
47,1,2,1,1,36,1,2,1,34516.0,0,0.9646311170278922,4781,53,0.5435821808047544,0.0,False,False,True,False,False,False,False,False,False,False,False
38,0,2,2,0,35,3,2,3,1711.680585905749,0,0.7569293517651283,2090,41,0.5037835235027336,0.0,False,False,False,False,True,False,True,False,False,True,False
43,0,3,1,0,34,4,2,1,3180.0603531813717,0,1.0292004071272087,5439,76,0.6235100588635619,0.0,False,True,True,False,False,False,True,False,False,True,False
35,0,2,1,0,27,4,2,3,1824.3865401930145,0,0.926308167738205,2833,42,0.5623737413714773,0.0,False,True,True,False,False,False,False,True,False,True,False
41,1,3,1,0,28,3,2,4,11100.257837021594,0,0.5283860181904054,1255,34,0.30939812232571007,0.0,False,False,False,False,True,False,True,False,True,False,False
63,0,0,1,0,52,1,3,2,3339.4700137340883,0,1.021497164849666,958,18,0.3912855841707778,0.0,False,False,True,True,False,False,True,False,False,True,False
49,0,3,1,0,32,6,2,4,4610.402162762026,2463,1.0457915633903188,8326,64,0.826950726877298,0.5340795817434897,False,False,False,True,False,True,False,True,False,True,False
54,0,2,0,0,34,2,2,4,4827.614100717141,0,0.46490301470515766,1830,37,0.4993353710334772,0.0,False,True,False,False,False,False,True,False,False,False,False
39,0,3,1,0,30,1,3,3,4615.528818438062,0,0.7192810906725581,2475,48,0.7396807802908085,0.0,False,False,True,False,False,False,True,False,True,False,False
37,0,2,1,0,17,3,1,3,1467.8554082926316,1074,0.6959971080229663,2050,32,0.5243359201282297,0.7325744721033494,False,False,False,False,False,True,True,False,False,True,False
53,0,2,1,0,38,4,3,2,1778.3996887301607,890,0.5259391494623314,2152,45,0.590447549749611,0.5019987296478864,False,True,False,False,False,True,False,False,True,True,False
41,1,3,1,0,34,4,3,5,5536.064260335467,397,0.6396395526526953,7748,68,0.5730686324521453,0.07196339602552253,False,True,False,False,False,True,False,True,False,False,False
41,0,2,2,0,33,1,3,2,1689.3406264794926,1474,0.48046896259595956,1947,40,0.44331518353366217,0.8733296867602537,False,False,True,False,False,False,True,False,False,False,False
50,1,3,2,0,44,3,2,3,25660.28003791105,0,0.9494589946823297,2698,50,0.6434704628184899,0.0,False,False,True,False,True,False,False,True,True,False,False
42,0,3,2,0,32,3,2,3,2603.8962509774997,0,0.6830207498045001,2275,35,0.5775510568563271,0.0,False,True,False,False,False,False,True,False,False,False,True
40,1,2,1,0,33,2,3,3,13496.78820385449,0,0.6120082449514376,939,18,0.045978754587665226,0.0,False,True,False,False,False,False,False,True,False,False,False
44,0,1,1,0,43,2,4,2,2402.400074912624,397,0.7492054686215358,2556,45,0.4354696881424924,0.16546444425882792,False,False,False,False,True,True,False,False,False,True,True
61,0,0,1,0,49,2,2,3,1438.3,0,1.0450889706210336,692,16,0.5985216565181581,0.0,False,True,False,False,False,True,False,False,False,True,True
44,0,2,1,0,33,2,2,2,4717.166192589291,2479,0.9443587199052405,8792,63,0.6789437089616915,0.5260026805256338,True,False,False,True,False,False,False,True,False,True,False
52,0,2,1,0,40,1,2,3,3867.416504062949,2517,0.7682295537621997,2480,40,0.4412674556593784,0.6513153686256337,True,False,False,False,False,False,False,False,False,True,True
49,0,3,1,0,39,2,2,3,3461.234274557568,0,0.7678261511376827,2669,36,0.41288875767407085,0.0,False,False,False,False,False,False,False,True,False,True,False
50,0,2,2,0,36,2,3,2,1741.179057600418,1112,0.5332231810901561,1906,46,0.6077839682494218,0.6393612204271214,False,True,False,False,True,False,False,False,False,True,True
42,1,3,1,0,37,2,2,2,6920.677320566112,1760,0.5519942652105604,1922,36,0.5322010628866045,0.2548271907041766,False,True,False,False,False,True,False,True,False,True,False
53,1,4,1,0,47,2,1,3,7545.304956254945,0,0.8768398000813653,9080,74,0.9843384922974345,0.0,False,False,True,False,True,False,False,False,True,False,False
42,0,2,1,0,27,3,2,3,3223.885054184076,0,0.4375627918255013,2131,43,0.43865179276324723,0.0,False,False,False,False,True,False,False,False,False,True,False
47,0,4,1,0,30,2,3,2,2909.476351299653,0,1.0552018083850185,4926,56,0.7800908183798012,0.0,False,False,True,False,False,True,False,False,False,True,False
41,0,4,2,0,27,4,2,3,1438.3,50,0.7056721995089212,2503,42,0.472026104391423,0.03511616682778816,False,True,False,False,True,False,False,False,False,True,False
50,0,2,2,0,36,3,3,3,5069.088169794813,0,0.9245772244052387,8705,66,0.8521855797501278,0.0,True,False,False,False,False,True,True,False,False,False,True
52,0,3,0,0,43,3,3,3,1510.0559871226337,717,0.7334988327678422,2505,43,0.6132665224485886,0.47463627490649607,False,True,False,False,False,True,False,False,False,True,False
59,0,0,2,0,54,1,4,4,10881.403349389686,2517,0.2675897199312074,1863,46,0.2789384606209672,0.2310141578110922,False,False,True,False,False,False,True,False,False,False,False
46,0,3,1,0,39,2,3,3,6312.793237315645,2426,0.8399766710031985,2670,50,0.7127929750771057,0.3852603931531452,False,False,False,False,True,False,False,False,True,False,True
46,0,3,1,1,39,2,2,3,13093.776186544896,1887,0.5356162058654317,1300,29,0.21151595819390967,0.1440793781836784,False,True,True,False,False,False,False,False,False,True,True
41,0,3,2,0,36,5,3,3,4717.651083730163,0,0.977684179325064,8814,67,0.675276343090569,0.0,False,False,True,False,False,False,True,False,False,True,False
44,0,4,1,0,30,4,2,3,2870.945810733489,0,0.9197947232505894,2562,42,0.4095237769180349,0.0,False,False,False,False,False,True,False,False,False,True,False
42,0,3,1,0,30,2,2,2,1438.3,0,0.7981541589458597,2264,38,0.5728885352797115,0.0,False,False,False,False,False,True,False,False,False,True,True
54,1,3,1,0,43,3,2,2,2326.750052126783,0,0.7446576694689774,800,15,0.5071534607796621,0.0,False,False,True,False,True,False,False,True,False,False,False
32,0,1,1,0,24,4,2,4,4185.781525790032,469,0.8246907108806306,8581,69,0.7700709218336483,0.11243452680344869,False,True,False,True,False,False,True,False,False,False,False
46,1,2,0,0,32,2,2,4,4537.87691676415,0,0.6304350981365423,3909,49,0.3889925537948872,0.0,False,False,False,False,True,False,True,False,True,False,False
49,0,3,1,0,30,5,2,4,4041.736112641969,1576,0.7734782485017528,2404,39,0.2942218350551029,0.38990540987385575,False,True,False,False,False,False,False,False,False,True,False
43,0,2,1,0,29,6,2,3,4462.393841125823,0,0.831420224369415,8735,63,0.6219817832825544,0.0,False,True,True,False,False,False,True,False,False,True,False
48,1,3,1,0,41,1,1,3,9891.719503051867,46,0.7330323644911811,857,24,0.16846472992060843,0.0049589210898026955,False,False,True,False,False,False,False,False,True,False,False
30,0,0,1,0,15,2,1,3,6074.536959815015,0,0.9217266394912905,9253,62,0.9083054397225221,0.0,False,False,False,False,True,True,False,False,False,True,False
41,0,4,1,0,33,3,2,5,3247.3022427032447,1850,0.8530440951819211,3444,48,0.3003860642927583,0.5713744296048421,False,False,False,False,False,True,True,False,False,True,False
45,1,3,1,0,29,2,2,4,4541.632090161675,0,0.5159400033866419,3442,44,0.4398404688704635,0.0,True,False,False,False,True,False,True,False,False,False,False
45,0,1,2,0,34,2,3,3,2982.9301535143995,0,0.6683011611536438,4886,49,0.41869948468233814,0.0,False,True,False,True,False,False,False,False,True,True,False
52,1,1,1,0,36,3,2,2,11771.616508966485,0,0.6101999840726866,2164,43,0.37566803975932145,0.0,False,False,True,False,True,False,False,False,True,False,False
40,0,3,2,0,32,3,3,3,1640.1293767434765,0,0.4839041116260824,2245,43,0.5488158139674262,0.0,False,False,True,False,False,False,True,False,False,True,False
52,1,4,0,0,36,4,2,3,14637.29551970714,167,0.6674865836469343,1124,26,0.3982669587895031,0.011467810632499732,False,False,True,False,False,False,True,True,False,False,False
55,0,3,1,0,45,2,2,2,2228.4161263434785,1801,0.9969461948663194,840,18,0.5377475915710181,0.8066617032152235,False,False,True,False,True,False,False,True,False,True,False
35,1,3,2,0,36,4,3,3,5178.900647424076,0,0.6548557617195633,8460,60,0.8169284950371469,0.0,False,True,False,False,False,False,True,False,False,False,False
48,1,3,1,0,43,3,0,4,24025.885860270722,0,0.6413004893870468,1927,37,0.3892000018748242,0.0,False,False,True,True,False,False,False,False,True,False,False
49,0,4,1,0,38,3,3,3,19221.946236734697,2517,0.5486917230688837,1479,24,0.23372734696760844,0.13120565406135962,False,False,True,False,False,False,False,False,True,False,True
48,0,1,1,0,44,2,2,3,1706.1644065725063,0,0.6195853615870611,2511,47,0.5320855161473494,0.0,False,False,False,False,True,True,True,False,False,True,False
48,1,1,1,0,40,4,2,3,13225.29983625386,2427,0.9773158136676474,9283,77,0.9577045892220362,0.18337391879100085,False,False,False,False,False,True,True,False,True,False,False
53,0,3,1,0,37,5,2,2,3717.569397838831,2517,0.6719767379177738,2587,43,0.5421992760317335,0.6772543292730968,True,False,True,False,False,False,False,False,False,True,True
45,0,3,3,0,37,4,3,2,3875.014044886064,0,0.5958871146271743,2181,39,0.4034975230882293,0.0,False,False,True,False,False,False,True,False,True,False,False
48,0,2,0,0,31,4,2,3,1438.3,0,0.5052028884604656,1894,56,0.6916920567337195,0.0,False,False,False,False,False,True,False,False,False,True,True
52,0,1,1,0,48,2,5,2,2403.451320840794,322,0.8259464213779616,2526,48,0.4778699405786911,0.1342774817231115,False,False,False,False,True,True,False,False,False,True,True
45,0,1,1,0,34,5,3,4,3023.060396390815,0,0.7953672693730266,2586,42,0.45481391979941926,0.0,False,False,False,False,False,True,True,False,False,True,False
50,0,3,1,0,40,4,2,5,4531.98393830433,0,0.8196897686412377,2379,38,0.5132882262494887,0.0,False,False,True,False,False,False,True,True,False,False,False
46,0,3,1,0,35,3,2,5,2403.3327131429305,641,0.6669751617431465,1916,47,0.5826396577434039,0.26626070977472616,False,False,False,False,False,True,False,False,False,True,False
43,0,5,2,0,38,5,3,2,1531.3228985499031,0,0.731766852172878,2639,47,0.4943317333363564,0.0,False,True,False,True,False,False,False,False,False,True,False
50,1,3,2,0,45,4,1,3,19049.185294089686,0,0.5728666208134439,1840,38,0.36915109429826276,0.0,False,True,True,False,False,False,False,True,False,False,False
57,0,1,2,0,35,2,3,3,28633.854390983735,19,0.6855484762286266,1700,40,0.41290304754274687,0.0006684554036386001,False,True,True,False,False,False,False,False,False,False,True
44,0,2,1,0,38,3,1,4,1992.3435329586075,0,0.8496729240333972,2467,42,0.7421953362856667,0.0,False,True,False,False,False,True,False,False,False,True,False
38,0,2,1,0,35,3,3,4,16035.98131115869,0,0.843605482656812,8540,74,0.882123337402237,0.0,False,False,True,False,False,True,False,False,False,False,True
51,0,0,1,0,43,2,0,3,4079.328873259512,0,0.7841644366297561,7562,70,0.6943822342994678,0.0,False,True,True,False,False,False,True,False,False,True,False
39,1,0,1,0,29,3,2,2,4184.500476829041,0,0.8864695583075354,8399,65,0.7093840973736125,0.0,False,False,False,False,False,True,False,True,False,True,False
44,0,2,1,0,38,1,3,2,8388.864164325334,0,0.8102217009011111,2599,44,0.5181067172868888,0.0,False,True,False,False,True,False,False,False,True,False,True
54,0,4,1,0,35,3,2,2,1438.3,0,0.5811996017186725,2244,53,0.9139481605705028,0.0,False,False,False,False,False,True,False,False,False,True,False
46,0,4,2,0,38,5,3,3,6076.025535700938,1836,0.7174776109565679,2296,42,0.7487979549477779,0.3017756263111605,False,True,False,False,True,False,True,False,False,False,False
40,1,1,1,0,39,1,2,3,8783.888401012979,110,0.6489296731267064,764,15,0.7095148251049508,0.01250818309744937,False,False,True,False,False,True,False,True,False,False,False
45,1,0,1,0,34,3,3,4,15089.830838163587,0,0.546120407067177,1619,41,0.40933672555980793,0.0,False,False,True,False,True,False,False,True,False,False,False
38,0,0,1,0,22,3,2,4,1560.3564189174747,0,0.6841914414433671,2288,45,0.5693487988043191,0.0,False,False,True,False,False,False,False,False,False,True,False
37,1,1,1,0,26,2,2,3,27854.579004164818,611,0.6090706509138251,926,20,0.8746033413003977,0.022330911823216837,False,True,False,False,False,True,False,False,False,False,False
47,0,3,1,0,41,5,3,4,1662.4520450978182,0,0.7800039860759419,2623,50,0.697270190678946,0.0,False,True,False,False,False,True,True,False,False,True,False
44,0,5,1,0,37,4,3,3,2745.8862537068244,2428,0.3699900222549846,1808,50,0.5588609001029665,0.8846713229476738,False,True,False,False,True,False,False,False,False,True,False
45,0,3,1,0,35,2,3,1,2870.2418505620576,312,0.8927350174122204,2626,41,0.6202836098745048,0.10842781926394007,False,False,False,False,True,True,False,False,False,True,True
49,1,1,1,0,40,3,2,3,29981.624606257483,329,0.7105510669639215,2336,47,0.7193934196321694,0.01078500499429668,False,True,True,False,False,False,False,False,True,False,False
47,0,4,2,0,40,5,3,4,3500.528656218968,0,0.5537007326216354,1944,41,0.4134522859980062,0.0,False,False,False,False,True,False,False,False,True,False,True
35,0,1,2,0,29,4,2,2,1801.409514232605,770,0.7275281999714027,2335,41,0.4215608143326955,0.42809195723069154,False,True,True,False,False,False,True,True,False,False,False
33,0,1,1,0,22,5,2,1,1438.3,0,0.7074461263031806,2621,47,0.5532341919114023,0.0,False,True,False,False,True,False,False,False,False,True,False
44,0,3,2,0,35,1,2,3,5360.458574279869,0,0.657151002545311,1940,32,0.32604788412590174,0.0,False,False,False,False,False,True,True,False,False,True,False
43,0,3,1,0,33,4,2,2,6072.997035709171,676,0.982843320005729,4882,56,0.6182878464075989,0.1109323521296598,False,True,False,False,False,True,True,False,False,False,True
42,1,3,2,0,36,3,3,3,19289.304315802914,0,0.5919299779112228,1954,48,0.5782353863315984,0.0,False,True,False,False,True,False,False,False,True,False,True
43,0,3,2,0,31,3,2,3,18308.6209769628,189,0.5490988802981105,2154,41,0.5963678260183027,0.010197760596220934,True,True,False,False,False,False,False,True,False,False,True
54,0,3,1,0,43,2,3,3,1438.3,0,0.3226249785018918,1987,42,0.36597661740382226,0.0,False,True,True,False,False,False,True,False,False,True,False
48,1,1,1,0,36,4,2,3,26866.846419603367,0,0.800594544531013,1731,36,0.6618892282467743,0.0,False,True,True,False,False,False,False,False,False,False,False
47,0,1,0,0,41,4,2,2,1932.7757488310617,0,0.7138728977942956,2874,46,0.6773354155593136,0.0,True,True,False,False,False,False,False,False,False,True,False
50,0,3,1,0,35,3,3,3,4732.927329231638,2517,0.9842041911008301,8670,63,0.7389384756741493,0.5319808292722553,True,False,False,False,False,True,False,False,False,True,False
43,0,3,2,3,25,2,1,3,34516.0,0,0.5758382081387867,1114,29,0.2765716278681047,0.0,False,True,False,False,False,False,False,False,True,False,True
48,1,1,0,0,36,3,2,3,34516.0,2512,0.3807954283354066,1791,47,0.45280601317987934,0.07284328665570566,False,False,True,False,False,False,False,False,True,False,False
43,0,2,1,0,36,2,3,3,2146.7917332594643,0,0.5851225241095714,2452,43,0.38987907411757144,0.0,False,True,True,False,False,False,False,False,False,True,False
51,0,1,2,0,37,4,2,4,2735.898930914465,437,0.8258237566024065,2415,42,0.6013093344603714,0.16037769702092597,False,True,False,False,False,True,False,False,False,True,False
53,0,2,1,0,47,3,5,2,1638.3278989157875,0,0.1916583652398215,1705,36,0.15352720567350653,0.0,False,False,False,True,False,True,True,False,False,True,False
48,0,3,1,0,40,3,3,3,1568.9837836658105,763,0.7439463234105164,2611,43,0.5261656904301493,0.48806650920514466,False,False,False,False,False,True,True,False,False,True,False
45,0,2,1,0,34,4,3,5,3020.8730388171175,0,0.7384101568946306,2577,41,0.4400253922365765,0.0,False,False,False,False,False,True,True,False,False,False,False
46,0,2,1,0,33,2,2,2,2217.573480779632,1988,0.7218077617230345,2286,38,0.3808299236644294,0.896384476553931,False,True,False,False,False,False,False,False,True,True,False
44,0,2,1,0,32,2,3,2,4441.308324634874,821,0.5132679514715969,2017,39,0.7140934225258205,0.18406147425260228,False,True,True,False,False,False,True,False,False,True,False
54,0,2,1,0,36,1,3,2,8280.51918103672,2144,0.37341650546699706,1297,35,0.40766146840831263,0.2597972679241947,False,False,True,False,True,False,True,False,False,False,True
42,1,0,1,0,35,3,3,5,15580.794787356059,0,0.5645603676002275,1759,40,0.5630030633352296,0.0,False,False,True,False,True,False,False,True,False,False,False
43,1,3,1,0,32,4,3,3,7076.594227850635,2452,0.964961770741004,8840,63,0.5702358600146435,0.3486673376962337,False,False,True,False,True,False,False,False,True,False,False
46,0,3,2,0,38,3,2,3,1454.540193382462,1021,0.3499877862542271,1342,33,0.3257192875309691,0.7034507888077112,False,True,False,True,False,False,True,False,False,True,False
48,0,3,2,0,36,1,3,3,4601.074674478787,0,0.9620100402660553,9609,75,0.6889912147672016,0.0,False,False,True,False,False,False,True,False,False,True,False
62,0,1,2,0,55,3,3,2,9557.153216018194,0,0.9279317808035814,2288,48,0.5799297297960362,0.0,False,True,False,False,False,True,False,True,False,False,True
43,0,4,1,0,24,5,2,3,1677.6807183135415,956,0.7208419189726579,2511,42,0.5869807773055331,0.5695455695323571,True,False,False,False,False,True,False,False,False,True,False
42,0,4,2,0,29,2,2,2,9212.140156118177,2352,0.5465293513747232,7075,59,1.0070814533687302,0.2562260736718818,False,False,False,True,False,True,True,False,False,True,False
42,1,2,1,0,36,2,3,3,17212.769371268532,0,0.4291790517403832,6325,66,0.8213407480694698,0.0,False,False,False,True,False,True,False,True,False,False,False
39,0,3,1,0,25,3,2,3,24847.64742320789,0,1.0449225317866946,9102,66,0.6776209015862465,0.0,False,True,False,False,False,True,False,True,False,False,True
46,1,4,2,0,36,2,2,2,4411.662478911587,0,0.9615735154443982,8741,76,0.9013146591413133,0.0,False,True,False,False,False,False,True,True,False,False,False
38,0,4,1,0,30,3,2,6,3342.663602228519,1859,0.9463791095767508,3346,50,0.2897213296224573,0.5566726641420752,False,False,False,False,True,True,True,True,False,False,False
41,0,2,1,0,34,4,2,3,1489.161829652126,0,0.7156265615129763,2517,54,0.5189627129210392,0.0,False,True,False,False,False,False,False,False,False,True,False
50,0,1,1,0,37,1,2,4,7176.587558743797,0,0.4545046170357783,1385,32,0.6472188886126934,0.0,False,True,False,False,False,False,True,False,False,True,False
55,0,3,1,0,36,1,3,2,8376.275711069611,1941,0.34670132099794565,1344,36,0.36746728553688507,0.232057360468643,True,False,True,False,False,False,False,False,True,False,True
41,0,2,1,0,22,2,3,2,3003.8478355389143,2517,0.8349413511950414,857,25,0.3456217563214995,0.8384766829675454,False,False,False,False,True,False,False,True,False,True,False
